id,track_info,client,service_type,goal,remaining,status,url,submit_date,start_date,receipts,salesperson,invoice,sale_price,confirm_start_date,notes,send_receipts,ask_client_for_playlist,last_modified,salesperson_email,created_at,updated_at
16,,It's A Ten Records,Reposts,20.0,20.0,Complete,Out 2023-07-28 https://soundcloud.com/yungpooda,7/28/2023,7/28/2023,,Jared,Paid,,,,,,8/14/2024 10:27pm,jared@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
17,,Spinnin Records,Reposts,20.0,20.0,Complete,https://soundcloud.com/lumix_music/monster-gabry-ponte-2023-remix,8/28/2023,8/28/2023,,Jared,Paid,,,,,,8/14/2024 10:27pm,jared@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
18,,Phuture Collective,Reposts,5.0,5.0,Complete,https://soundcloud.com/angel-dubz/light,10/13/2023,10/13/2023,,Michael,Paid,,,,,,8/14/2024 10:27pm,phuturecollective@gmail.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
19,,Phuture Collective,Reposts,5.0,5.0,Complete,https://soundcloud.com/angel-dubz/ultimis?in=angel-dubz/sets/the-aether-lp,10/13/2023,10/13/2023,,Michael,Paid,,,,,,8/14/2024 10:27pm,phuturecollective@gmail.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
20,,Disposable (Empire),Reposts,20000000.0,5.0,Complete,https://soundcloud.com/disposablerecs/noah-kobi-go-shawty,11/28/2023,11/28/2023,,Jared,Paid,,,,,,8/14/2024 10:27pm,jared@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
21,,Atlantic Records (Kyle),Reposts,20000000.0,5.0,Complete,https://soundcloud.com/anemoiarecordings/cover-up-my-face?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,11/30/2023,11/30/2023,,Jared,Paid,,,,,,10/7/2024 11:18pm,jared@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
22,,Disposable (Empire),Reposts,20000000.0,5.0,Complete,https://soundcloud.com/disposablerecs/fulano-nish-trizz-como-tu-bailas?ref=clipboard&p=i&c=0&si=019F095D25A14823A7676BF76D44F62C&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,12/5/2023,12/5/2023,,Jared,Paid,,,,,,8/14/2024 10:27pm,jared@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
23,,Atlantic Records (Kyle),Reposts,20000000.0,5.0,Complete,https://soundcloud.com/wearegalantis/galantis-hannah-boleyn-little,12/8/2023,12/8/2023,,Jared,Paid,,,,,,10/7/2024 11:18pm,jared@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
24,,Atlantic Records (Kyle),Reposts,150000000.0,40000000.0,Complete,https://on.soundcloud.com/RwDUa,12/8/2023,12/8/2023,,Jared,Paid,,,,,,8/14/2024 10:27pm,jared@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
25,,Phuture Collective,Reposts,20000000.0,5.0,Complete,https://soundcloud.com/disposablerecs/phendrana-brake-pedal?si=29006da22199477ca8f3af592329d046&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,12/11/2023,12/11/2023,,Jared,Paid,,,,,,8/14/2024 10:27pm,jared@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
26,,Syndicate,Reposts,20000000.0,5.0,Complete,https://soundcloud.com/wakyin,12/11/2023,12/11/2023,,Jared,Paid,,,,,,8/14/2024 10:27pm,jared@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
27,,ZIV,Reposts,6.0,5.0,Complete,https://soundcloud.com/ziv_official/z-i-v-done-1,12/13/2023,12/13/2023,,Jared,Paid,,,,,,8/14/2024 10:27pm,jared@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
28,,Phuture Collective,Reposts,5.0,5.0,Complete,https://soundcloud.com/echoescollective/sets/echo-drone-asmo-body-bags,12/18/2023,12/18/2023,,Michael,Paid,,,,,,8/14/2024 10:27pm,phuturecollective@gmail.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
29,,ZIV,Reposts,6.0,5.0,Complete,https://soundcloud.com/ziv_official/,12/21/2023,12/21/2023,,Jared,Paid,,,,,,8/14/2024 10:27pm,jared@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
30,,Roda Artists,Reposts,10.0,5.0,Complete,https://soundcloud.com/dukeandjones/n95?si=7776a95157874963b33528d2bc294156&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,12/29/2023,12/29/2023,,Jared,Paid,,,,,,8/14/2024 10:27pm,jared@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
31,,ZIV,Reposts,8.0,5.0,Complete,https://soundcloud.com/ziv_official/z-i-v-done-1,1/4/2024,1/4/2024,,Jared,Paid,,,,,,8/14/2024 10:27pm,jared@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
32,,Roda Artists,Reposts,7.0,5.0,Complete,https://soundcloud.com/sikdope/resolutions-mix-5?si=d4f930e71f5e4601ac1e268d708aefc0&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,1/8/2024,1/8/2024,,Jared,Paid,,,,,,8/14/2024 10:27pm,jared@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
33,,Phuture Collective,Bass Established,2500000.0,5.0,Complete,https://soundcloud.com/ujuumusic/ujuu-budder?in=ujuumusic/sets/space-bounce-ep&si=e94dbf22b24047848fdf55d32763e0af&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,1/19/2024,1/19/2024,,Michael,Paid,,,,,,8/14/2024 10:27pm,phuturecollective@gmail.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
34,,Phuture Collective,Reposts,14.0,5.0,Complete,https://on.soundcloud.com/3qRCSH9ophUBNtpB9,1/25/2024,1/25/2024,,Michael,Paid,,,,,,8/14/2024 10:27pm,phuturecollective@gmail.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
35,,Roda Artists,Reposts,8000000.0,5.0,Complete,https://soundcloud.com/dukeandjones/formulate?si=b7bb1ede48484b3ba357a754d43a1d25&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,1/25/2024,1/25/2024,,Jared,Paid,,,,,,8/14/2024 10:27pm,jared@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
36,,Phuture Collective,Reposts,5000000.0,0.0,Complete,https://soundcloud.com/gigamesh/holding-on,1/30/2024,1/30/2024,,Jared,Paid,,,,,,8/14/2024 10:27pm,jared@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
37,,VVN,Reposts,5000000.0,0.0,Complete,https://soundcloud.com/vvnzquan/shadowdance,1/30/2024,1/30/2024,,Jack,Paid,,,,,,8/14/2024 10:27pm,jack@sunmachine.ltd,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
38,,Phuture Collective,Reposts,5000000.0,5.0,Complete,https://soundcloud.com/oddlanguage/dj-ease-my-mind-odd-language-remix/s-iJNr3QwbzDB?si=e4d15f1158db473ea8df8531d50275fe&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,1/31/2024,1/31/2024,,Michael,Paid,,,,,,8/14/2024 10:27pm,phuturecollective@gmail.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
39,,Phuture Collective,Reposts,5000000.0,5.0,Complete,https://soundcloud.com/systemkids/disarm-you-remix?si=a0be13d7041342df86ef454123882a79&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,2/2/2024,2/2/2024,,Michael,Paid,,,,,,8/14/2024 10:27pm,phuturecollective@gmail.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
40,,Phuture Collective,Reposts,5000000.0,5.0,Complete,https://soundcloud.com/morflorecords/jalaya-bd-hbt-departure-1,2/2/2024,2/2/2024,,Michael,Paid,,,,,,8/14/2024 10:27pm,phuturecollective@gmail.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
41,,Phuture Collective,Reposts,14000000.0,5.0,Complete,https://on.soundcloud.com/yHNof,2/3/2024,2/3/2024,,Michael,Paid,,,,,,8/14/2024 10:27pm,phuturecollective@gmail.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
42,,Planet Zuzy,Reposts,80000000.0,50000000.0,Complete,https://soundcloud.com/planetzuzy/fma,2/5/2024,2/5/2024,,Jared,Paid,,,,,,8/14/2024 10:27pm,jared@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
43,,Phuture Collective,Reposts,14.0,5.0,Complete,https://soundcloud.com/phydrabass/deja_vu-2024-showcase-1,2/5/2024,2/5/2024,,Michael,Paid,,,,,,8/14/2024 10:27pm,phuturecollective@gmail.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
44,,OVRTHNKR,Reposts,10000000.0,5.0,Complete,https://on.soundcloud.com/WrFXevtbBe1598eC9,2/5/2024,2/5/2024,,Jared,Paid,,,,,,8/14/2024 10:27pm,jared@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
45,,LAEHY,Reposts,4.0,5.0,Complete,https://on.soundcloud.com/ra3ms143vRQrT76j8,2/7/2024,2/7/2024,,Jared,Paid,,,,,,8/14/2024 10:27pm,jared@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
46,,Phuture Collective,Trap & Future Bass,5000000.0,5.0,Complete,https://soundcloud.com/myriasmusic,2/9/2024,2/9/2024,,Michael,Paid,,,,,,8/14/2024 10:27pm,phuturecollective@gmail.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
47,,radish mgmt,Reposts,10.0,5.0,Complete,https://soundcloud.com/phrva/leavemealone,2/9/2024,2/9/2024,,Michael,Paid,,,,,,8/14/2024 10:27pm,phuturecollective@gmail.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
48,,Phuture Collective,Reposts,10000000.0,5.0,Complete,https://soundcloud.com/ravenscoon/ravenscoon-thats-so-raven-vol-1,2/10/2024,2/10/2024,,Michael,Paid,,,,,,8/14/2024 10:27pm,phuturecollective@gmail.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
49,,Align,Reposts,20000000.0,5.0,Complete,https://soundcloud.com/align_music,2/12/2024,2/12/2024,,Jared,Paid,,,,,,8/15/2024 7:30pm,jared@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
50,,Bassgazm,Reposts,5.0,5.0,Complete,https://soundcloud.com/bassgazm/flip-it-bassgazm-flip?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,2/12/2024,2/12/2024,,Joe,Paid,,,,,,8/14/2024 10:27pm,joe@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
51,,Phuture Collective,Reposts,5000000.0,0.0,Complete,https://soundcloud.com/tsoumusic/secret-recipe-broken-timepiece-tsou-flip,2/12/2024,2/12/2024,,Michael,Paid,,,,,,8/14/2024 10:27pm,phuturecollective@gmail.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
52,,Luhv,Reposts,20000000.0,20000000.0,Unreleased,https://soundcloud.com/luhvmusic/only-human-m2/s-UklWMVUixLb?si=af5a3b793e924147a3cddb70b8a5ce8d&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,2/12/2024,2/12/2024,,,Paid,,checked,,,,10/9/2024 3:30pm,,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
53,,Align,Reposts,2500000.0,5.0,Complete,https://soundcloud.com/align_music/align-beacon,2/14/2024,2/14/2024,,Jared,Paid,,,,,,8/15/2024 7:30pm,jared@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
54,,Align,Reposts,15000000.0,5.0,Complete,https://soundcloud.com/align_music/align-state-of-mind,2/14/2024,2/14/2024,,Jared,Paid,,,,,,8/15/2024 7:30pm,jared@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
55,,ZIV,Reposts,8000000.0,5.0,Complete,https://soundcloud.com/ziv_official/z-i-v-dont?si=bd9549c804c0459b840072db24cc817d&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,2/14/2024,2/14/2024,,Jared,Paid,,,,,,8/14/2024 10:27pm,jared@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
56,,Align,Reposts,2500000.0,5.0,Complete,https://soundcloud.com/align_music/align-running-home,2/14/2024,2/14/2024,,Jared,Paid,,,,,,8/15/2024 6:56pm,jared@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
57,,Phuture Collective,Reposts,5000000.0,5000000.0,Cancelled,,2/16/2024,2/16/2024,,Michael,N/A,,,,,,1/6/2025 1:59pm,phuturecollective@gmail.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
58,,Linker,Reposts,15000000.0,5.0,Complete,https://soundcloud.com/lironlinker/sets/let-go-ep/s-MVnUEW0LLLm,2/16/2024,2/16/2024,,Jared,Paid,,,,,,8/15/2024 7:30pm,jared@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
59,,Filthy,Reposts,20000000.0,5.0,Complete,https://on.soundcloud.com/GNw8NHfEgmF1EiF36,2/16/2024,2/16/2024,,Jared,Paid,,,,,,8/15/2024 7:30pm,jared@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
60,,Ian Snow,Reposts,15000000.0,15000000.0,Complete,,2/20/2024,2/20/2024,,Michael,Paid,,,,,,8/15/2024 7:30pm,phuturecollective@gmail.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
61,,Phuture Collective,Reposts,2000000.0,5.0,Cancelled,https://soundcloud.com/dancifyze/nino-rivera-be-the-one,2/21/2024,2/21/2024,,Michael,N/A,,,,,,1/6/2025 1:59pm,phuturecollective@gmail.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
62,,Phuture Collective,Reposts,2000000.0,5.0,Complete,,2/22/2024,2/22/2024,,Michael,Paid,,,,,,8/14/2024 10:27pm,phuturecollective@gmail.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
63,,Phuture Collective,Reposts,5000000.0,5.0,Complete,https://soundcloud.com/bassgazm/creeds-push-up-flip?fbclid=IwAR2rNhqW0u4ReKLqwURPkeaztIFOpec5cmpNm3ucpIwNs_2vXMVt5WwbDA8,2/22/2024,2/22/2024,,Michael,Paid,,,,,,8/14/2024 10:27pm,phuturecollective@gmail.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
64,,Traveler,Reposts,20000000.0,5.0,Complete,TBD,2/23/2024,2/23/2024,,Jared,Paid,,,,,,8/14/2024 10:27pm,jared@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
65,,Phuture Collective,Reposts,10000000.0,5.0,Complete,https://soundcloud.com/echoescollective/sets/bagha-temple-curse-ep,2/25/2024,2/25/2024,,Michael,Paid,,,,,,8/14/2024 10:27pm,phuturecollective@gmail.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
66,,Luhv,Reposts,10000000.0,5.0,Complete,https://on.soundcloud.com/dFrPuobaxFvuskEq8,2/27/2024,2/27/2024,,Jared,Paid,,,,,,8/14/2024 10:27pm,jared@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
67,,Phuture Collective,Reposts,5000000.0,5.0,Complete,,2/28/2024,2/28/2024,,Michael,Paid,,,,,,8/14/2024 10:27pm,phuturecollective@gmail.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
68,,Phuture Collective,Reposts,15000000.0,5.0,Complete,,2/29/2024,2/29/2024,,Michael,Paid,,,,,,8/14/2024 10:27pm,phuturecollective@gmail.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
69,,Phuture Collective,Reposts,5000000.0,5.0,Complete,,2/29/2024,2/29/2024,,Michael,Paid,,,,,,8/14/2024 10:27pm,phuturecollective@gmail.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
70,,alti,Reposts,10000000.0,5.0,Complete,https://soundcloud.com/thedjlocker/fourfiftyfour,3/1/2024,3/1/2024,,Jared,Paid,,,,,,8/14/2024 10:27pm,jared@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
71,,Humansion,Reposts,5000000.0,5.0,Complete,https://on.soundcloud.com/8FAWMBFD2wPrx8EM7,3/1/2024,3/1/2024,,Philippe,Paid,,,,,,8/15/2024 7:30pm,philippe@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
72,,"KRACAA,Filthy",Reposts,10000000.0,5.0,Complete,https://soundcloud.com/kracaa/the-playground-vol-1-toute-drop/s-u7BVr8FiH40?ref=clipboard&p=i&c=1&si=9BB1F4115E554C30B27983E4FBE626E8&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,3/1/2024,3/1/2024,,Philippe,Paid,,,,,,8/15/2024 7:30pm,philippe@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
73,,Gina Jeanz,Reposts,10000000.0,5.0,Complete,https://soundcloud.com/ginajeanzm/gina-jeanz-take-me-radio-edit,3/4/2024,3/4/2024,,Jared,Paid,,,,,,8/14/2024 10:27pm,jared@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
74,,Gina Jeanz,Reposts,10000000.0,5.0,Complete,https://soundcloud.com/ginajeanzm/gina-jeanz-dreamers-echo-radio,3/4/2024,3/4/2024,,Jared,Paid,,,,,,8/15/2024 6:56pm,jared@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
75,,Roda Artists,Reposts,10000000.0,5.0,Complete,https://on.soundcloud.com/BTX8pRS8ueDbQqF66,3/5/2024,3/5/2024,,Jared,Paid,,,,,,8/14/2024 10:27pm,jared@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
76,,Atlantic Records (Kyle),Reposts,20000000.0,5.0,Complete,https://soundcloud.com/bosssa/too-much-natemorgan-x-bossa-sped-up,3/8/2024,3/8/2024,,Jared,Paid,,,,,,8/15/2024 7:30pm,jared@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
77,,ALL CANE,Reposts,10000000.0,5.0,Complete,https://soundcloud.com/user-184984864-132056739/all-tied-up-feat-sarah-de-warren,3/8/2024,3/8/2024,,Jared,Paid,,,,,,8/15/2024 7:30pm,jared@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
78,,Phuture Collective,Reposts,5000000.0,5.0,Complete,https://soundcloud.com/shxwme/beginnings-in-disguise,3/10/2024,3/10/2024,,Michael,Paid,,,,,,8/14/2024 10:27pm,phuturecollective@gmail.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
79,,Bassgazm,Reposts,5000000.0,5.0,Complete,https://soundcloud.com/bassgazm/screws-loose,3/11/2024,3/11/2024,,Joe,Paid,,,,,,8/14/2024 10:27pm,joe@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
80,,PHRVA,Reposts,10000000.0,5.0,Complete,https://soundcloud.com/phrva/hisssss,3/11/2024,3/11/2024,,Michael,Paid,,,,,,8/14/2024 10:27pm,phuturecollective@gmail.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
81,,Bassgazm,Reposts,5000000.0,5.0,Complete,https://soundcloud.com/bassgazm/psychopath,3/11/2024,3/11/2024,,Joe,Paid,,,,,,8/14/2024 10:27pm,joe@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
82,,Riddim Network,Reposts,5000000.0,5.0,Complete,https://soundcloud.com/v1xmusic/v-1x-tactix-ope,3/11/2024,3/11/2024,,Joe,Paid,,,,,,8/14/2024 10:27pm,joe@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
83,,Bassgazm,Reposts,5000000.0,5.0,Complete,https://soundcloud.com/bassgazm/bang-this,3/11/2024,3/11/2024,,Joe,Paid,,,,,,8/14/2024 10:27pm,joe@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
84,,Linker,Reposts,8000000.0,5.0,Complete,https://soundcloud.com/lironlinker/bust-out,3/12/2024,3/12/2024,,Jared,Paid,,,,,,8/14/2024 10:27pm,jared@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
85,,Linker,Reposts,8000000.0,5.0,Complete,https://soundcloud.com/lironlinker/bouncy-castle,3/12/2024,3/12/2024,,Jared,Paid,,,,,,8/14/2024 10:27pm,jared@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
86,,VVN,Reposts,5000000.0,5.0,Complete,,3/12/2024,3/12/2024,,Jared,Paid,,,,,,8/15/2024 7:30pm,jared@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
87,,Luhv,Reposts,10000000.0,5.0,Complete,TBD,3/12/2024,3/12/2024,,Jared,Paid,,,,,,8/15/2024 7:30pm,jared@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
88,,Luhv,Reposts,10000000.0,5.0,Complete,https://soundcloud.com/luhvmusic/good-things,3/13/2024,3/13/2024,,Jared,Paid,,,,,,8/14/2024 10:27pm,jared@artistinfluence.com,2025-09-23T21:39:18.761771+00:00,2025-09-23T21:39:18.761771+00:00
